,county,state,population,dc,obs_dr
2242,Jefferson,PA,46083,9.0,1.9529978517023634
2243,Juniata,PA,20625,3.0,1.4545454545454544
2244,Lackawanna,PA,219039,87.0,3.9718954158848425
2245,Lancaster,PA,422822,91.0,2.152205892787036
2246,Lawrence,PA,96246,28.0,2.909211811399954
2247,Lebanon,PA,113744,28.0,2.4616683077788717
2248,Lehigh,PA,291130,77.0,2.6448665544602066
2249,Luzerne,PA,328149,99.0,3.016922190834042
2250,Lycoming,PA,118710,33.0,2.7798837503158955
2251,Mc kean,PA,47131,0.0,0.0
2252,Mercer,PA,121003,35.0,2.8924902688363097
2253,Mifflin,PA,46197,25.0,5.4116068142953
2254,Monroe,PA,95709,18.0,1.8807008745259066
2255,Montgomery,PA,678111,150.0,2.212027234479311
2256,Montour,PA,17735,9.0,5.074711023400057
2257,Northampton,PA,247105,79.0,3.1970215090750895
2258,Northumberland,PA,96771,23.0,2.3767450992549417
2259,Perry,PA,41172,6.0,1.457301078402798
2260,Philadelphia,PA,1585577,305.0,1.923589961257006
2261,Pike,PA,27966,7.0,2.5030394049917755
2262,Potter,PA,16717,3.0,1.7945803672907816
2263,Schuylkill,PA,152585,55.0,3.6045482845627026
2264,Snyder,PA,36680,5.0,1.3631406761177753
2265,Somerset,PA,78218,30.0,3.835434299010458
2266,Sullivan,PA,6104,3.0,4.91480996068152
2267,Susquehanna,PA,40380,3.0,0.7429420505200593
2268,Tioga,PA,41126,13.0,3.1610173612799692
2269,Union,PA,36176,11.0,3.0406899601946042
2270,Venango,PA,59381,17.0,2.86286859433152
2271,Warren,PA,45050,10.0,2.2197558268590454
2272,Washington,PA,204584,46.0,2.2484651781175455
2273,Wayne,PA,39944,10.0,2.5035049068696176
2274,Westmoreland,PA,370321,118.0,3.186424750419231
2275,Wyoming,PA,28076,5.0,1.7808804673030345
2276,York,PA,339574,78.0,2.2969956474877344
2277,Bristol,RI,48859,0.0,0.0
2278,Kent,RI,161135,0.0,0.0
2279,Newport,RI,87194,0.0,0.0
2280,Providence,RI,596270,0.0,0.0
2281,Washington,RI,110006,0.0,0.0
2282,Abbeville,SC,23862,0.0,0.0
2283,Aiken,SC,120940,0.0,0.0
2284,Allendale,SC,11722,0.0,0.0
2285,Anderson,SC,145196,0.0,0.0
2286,Bamberg,SC,16902,0.0,0.0
2287,Barnwell,SC,20293,0.0,0.0
2288,Beaufort,SC,86425,0.0,0.0
2289,Berkeley,SC,128776,0.0,0.0
2290,Calhoun,SC,12753,0.0,0.0
2291,Charleston,SC,295039,0.0,0.0
2292,Cherokee,SC,44506,0.0,0.0
2293,Chester,SC,32170,0.0,0.0
2294,Chesterfield,SC,38577,0.0,0.0
2295,Clarendon,SC,28450,0.0,0.0
2296,Colleton,SC,34377,0.0,0.0
2297,Darlington,SC,61851,0.0,0.0
2298,Dillon,SC,29114,0.0,0.0
2299,Dorchester,SC,83060,0.0,0.0
2300,Edgefield,SC,18375,0.0,0.0
2301,Fairfield,SC,22295,0.0,0.0
2302,Florence,SC,114344,0.0,0.0
2303,Georgetown,SC,46302,0.0,0.0
2304,Greenville,SC,320167,0.0,0.0
2305,Greenwood,SC,59567,0.0,0.0
2306,Hampton,SC,18191,0.0,0.0
2307,Horry,SC,144053,0.0,0.0
2308,Jasper,SC,15487,0.0,0.0
2309,Kershaw,SC,43599,0.0,0.0
2310,Lancaster,SC,54516,0.0,0.0
2311,Laurens,SC,58092,0.0,0.0
2312,Lee,SC,18437,0.0,0.0
2313,Lexington,SC,167611,0.0,0.0
2314,Marion,SC,33899,0.0,0.0
2315,Marlboro,SC,29361,0.0,0.0
2316,Mccormick,SC,8868,0.0,0.0
2317,Newberry,SC,33172,0.0,0.0
2318,Oconee,SC,57494,0.0,0.0
2319,Orangeburg,SC,84803,0.0,0.0
2320,Pickens,SC,93894,0.0,0.0
2321,Richland,SC,285720,0.0,0.0
2322,Saluda,SC,16357,0.0,0.0
2323,Spartanburg,SC,226800,0.0,0.0
2324,Sumter,SC,102637,0.0,0.0
2325,Union,SC,30337,0.0,0.0
2326,Williamsburg,SC,36815,0.0,0.0
2327,York,SC,131497,0.0,0.0
2328,Aurora,SD,3135,0.0,0.0
2329,Beadle,SD,18253,0.0,0.0
2330,Bennett,SD,3206,0.0,0.0
2331,Bon homme,SD,7089,0.0,0.0
2332,Brookings,SD,25207,0.0,0.0
2333,Brown,SD,35580,0.0,0.0
2334,Brule,SD,5485,0.0,0.0
2335,Buffalo,SD,1759,0.0,0.0
2336,Butte,SD,7914,0.0,0.0
2337,Campbell,SD,1965,0.0,0.0
2338,Charles mix,SD,9131,0.0,0.0
2339,Clark,SD,4403,0.0,0.0
2340,Clay,SD,13186,0.0,0.0
2341,Codington,SD,22698,0.0,0.0
2342,Corson,SD,4195,0.0,0.0
2343,Custer,SD,6179,0.0,0.0
2344,Davison,SD,17503,0.0,0.0
2345,Day,SD,6978,0.0,0.0
2346,Deuel,SD,4522,0.0,0.0
2347,Dewey,SD,5523,0.0,0.0
2348,Douglas,SD,3746,0.0,0.0
2349,Edmunds,SD,4356,0.0,0.0
2350,Fall river,SD,7353,0.0,0.0
2351,Faulk,SD,2744,0.0,0.0
2352,Grant,SD,8372,0.0,0.0
2353,Gregory,SD,5359,0.0,0.0
2354,Haakon,SD,2624,0.0,0.0
2355,Hamlin,SD,4974,0.0,0.0
2356,Hand,SD,4272,0.0,0.0
2357,Hanson,SD,2994,0.0,0.0
2358,Harding,SD,1669,0.0,0.0
2359,Hughes,SD,14817,0.0,0.0
2360,Hutchinson,SD,8262,0.0,0.0
2361,Hyde,SD,1696,0.0,0.0
2362,Jackson,SD,1811,0.0,0.0
2363,Jerauld,SD,2425,0.0,0.0
2364,Jones,SD,1324,0.0,0.0
2365,Kingsbury,SD,5925,0.0,0.0
2366,Lake,SD,10550,0.0,0.0
2367,Lawrence,SD,20655,0.0,0.0
2368,Lincoln,SD,15427,0.0,0.0
2369,Lyman,SD,3638,0.0,0.0
2370,Marshall,SD,4844,0.0,0.0
2371,Mccook,SD,5688,0.0,0.0
2372,Mcpherson,SD,3228,0.0,0.0
2373,Meade,SD,21878,0.0,0.0
2374,Mellette,SD,2137,0.0,0.0
2375,Miner,SD,3272,0.0,0.0
2376,Minnehaha,SD,123809,0.0,0.0
2377,Moody,SD,6507,0.0,0.0
2378,Pennington,SD,81343,0.0,0.0
2379,Perkins,SD,3932,0.0,0.0
2380,Potter,SD,3190,0.0,0.0
2381,Roberts,SD,9914,0.0,0.0
2382,Sanborn,SD,2833,0.0,0.0
2383,Shannon,SD,9902,0.0,0.0
2384,Spink,SD,7981,0.0,0.0
2385,Stanley,SD,2453,0.0,0.0
2386,Sully,SD,1589,0.0,0.0
2387,Todd,SD,8352,0.0,0.0
2388,Tripp,SD,6924,0.0,0.0
2389,Turner,SD,8576,0.0,0.0
2390,Union,SD,10189,0.0,0.0
2391,Walworth,SD,6087,0.0,0.0
2392,Washabaugh,SD,1000,0.0,0.0
2393,Yankton,SD,19252,0.0,0.0
2394,Ziebach,SD,2220,0.0,0.0
2395,Anderson,TN,68250,12.0,1.758241758241758
2396,Bedford,TN,30411,6.0,1.9729703067968827
2397,Benton,TN,14524,3.0,2.0655466813549985
2398,Bledsoe,TN,9669,1.0,1.034233116144379
2399,Blount,TN,85969,22.0,2.559061987460596
2400,Bradley,TN,73712,11.0,1.492294334708053
2401,Campbell,TN,35079,12.0,3.4208500812451894
2402,Cannon,TN,10467,4.0,3.8215343460399356
2403,Carroll,TN,27514,9.0,3.271062004797558
2404,Carter,TN,51505,11.0,2.13571497912824
2405,Cheatham,TN,27140,4.0,1.4738393515106853
2406,Chester,TN,12819,2.0,1.5601841017240037
2407,Claiborne,TN,26137,7.0,2.6781956613230284
2408,Clay,TN,7238,1.0,1.3815971262779774
2409,Cocke,TN,29141,8.0,2.7452729830822555
2410,Coffee,TN,40339,8.0,1.9831924440367883
2411,Crockett,TN,13378,2.0,1.4949917775452237
2412,Cumberland,TN,34736,4.0,1.1515430677107326
2413,Davidson,TN,510784,91.0,1.7815749906026814
2414,Decatur,TN,10472,5.0,4.774637127578304
2415,Dekalb,TN,14360,0.0,0.0
2416,Dickson,TN,35061,5.0,1.426085964461938
2417,Dyer,TN,34854,4.0,1.1476444597463706
2418,Fayette,TN,25559,2.0,0.7825032278258147
2419,Fentress,TN,14669,4.0,2.726838911991274
2420,Franklin,TN,34725,4.0,1.1519078473722102
2421,Gibson,TN,46315,15.0,3.2386915686062836
2422,Giles,TN,25741,4.0,1.5539411833262111
2423,Grainger,TN,17095,1.0,0.584966364434045
2424,Greene,TN,55853,15.0,2.685621184179901
2425,Grundy,TN,13362,2.0,1.49678191887442
2426,Hamblen,TN,50480,11.0,2.1790808240887483
2427,Hamilton,TN,285536,58.0,2.0312675109268183
2428,Hancock,TN,6739,4.0,5.935598753524262
2429,Hardeman,TN,23377,6.0,2.5666253154810286
2430,Hardin,TN,22633,3.0,1.3254981663942031
2431,Hawkins,TN,44565,4.0,0.8975653539773366
2432,Haywood,TN,19437,1.0,0.5144826876575603
2433,Henderson,TN,21844,9.0,4.120124519318806
2434,Henry,TN,27888,15.0,5.378657487091222
2435,Hickman,TN,16754,8.0,4.774979109466397
2436,Houston,TN,7018,2.0,2.8498147620404675
2437,Humphreys,TN,15795,4.0,2.5324469768914217
2438,Jackson,TN,9297,0.0,0.0
2439,Jefferson,TN,33016,5.0,1.5144172522413375
2440,Johnson,TN,13766,7.0,5.08499200929827
2441,Knox,TN,335749,72.0,2.1444591048670287
2442,Lake,TN,7129,4.0,5.610885117127227
2443,Lauderdale,TN,23491,4.0,1.7027797880039166
2444,Lawrence,TN,35303,8.0,2.2660963657479534
2445,Lewis,TN,9247,3.0,3.244295447172056
2446,Lincoln,TN,28157,5.0,1.7757573605142594
2447,Loudon,TN,31255,15.0,4.799232122860342
2448,Macon,TN,15906,2.0,1.2573871495033322
2449,Madison,TN,77982,17.0,2.1799902541612166
2450,Marion,TN,24860,5.0,2.011263073209976
2451,Marshall,TN,21539,7.0,3.249918752031199
2452,Maury,TN,54812,12.0,2.1893016127855214
2453,Mcminn,TN,42383,0.0,0.0
2454,Mcnairy,TN,22422,0.0,0.0
2455,Meigs,TN,8033,2.0,2.4897298643097225
2456,Monroe,TN,30541,7.0,2.2920009168003666
2457,Montgomery,TN,100498,16.0,1.592071484009632
2458,Moore,TN,4721,1.0,2.1181952976064395
2459,Morgan,TN,17300,7.0,4.0462427745664735
2460,Obion,TN,31717,8.0,2.5223066494309045
2461,Overton,TN,17636,5.0,2.835110002268088
2462,Perry,TN,6612,1.0,1.5124016938898972
2463,Pickett,TN,4548,1.0,2.198768689533861
2464,Polk,TN,13643,5.0,3.664883090229422
2465,Putnam,TN,51373,11.0,2.1412025772292838
2466,Rhea,TN,24344,4.0,1.643115346697338
2467,Roane,TN,47227,5.0,1.0587164122218222
2468,Robertson,TN,41494,6.0,1.445992191642165
2469,Rutherford,TN,118570,15.0,1.2650754828371427
2470,Scott,TN,18358,4.0,2.1788865889530453
2471,Sequatchie,TN,8863,1.0,1.128286133363421
2472,Sevier,TN,51043,13.0,2.5468722449699275
2473,Shelby,TN,826330,116.0,1.4037975143102635
2474,Smith,TN,14143,4.0,2.8282542600579794
2475,Stewart,TN,9479,1.0,1.0549636037556707
2476,Sullivan,TN,143596,20.0,1.392796456725814
2477,Sumner,TN,103281,13.0,1.2587019877809085
2478,Tipton,TN,37568,2.0,0.5323679727427598
2479,Trousdale,TN,5920,1.0,1.6891891891891893
2480,Unicoi,TN,16549,5.0,3.021330593993595
2481,Union,TN,13694,7.0,5.111727763984226
2482,Van buren,TN,4846,0.0,0.0
2483,Warren,TN,32992,8.0,2.4248302618816684
2484,Washington,TN,92315,16.0,1.7331961219736771
2485,Wayne,TN,13935,4.0,2.8704700394689633
2486,Weakley,TN,31972,10.0,3.1277367696734646
2487,White,TN,20090,4.0,1.991040318566451
2488,Williamson,TN,81021,14.0,1.7279470754495747
2489,Wilson,TN,67675,6.0,0.8865903213889914
2490,Anderson,TX,48024,12.0,2.498750624687656
2491,Andrews,TX,14338,3.0,2.0923420281768728
2492,Angelina,TX,69884,10.0,1.4309427050540897
2493,Aransas,TX,17892,4.0,2.23563603845294
2494,Archer,TX,7973,2.0,2.508466072996363
2495,Armstrong,TX,2021,1.0,4.948045522018803
2496,Atascosa,TX,30533,5.0,1.6375724625814694
2497,Austin,TX,19832,12.0,6.050826946349334
2498,Bailey,TX,7064,0.0,0.0
2499,Bandera,TX,10562,4.0,3.787161522438932
2500,Bastrop,TX,38263,8.0,2.0907926717716854
2501,Baylor,TX,4385,2.0,4.561003420752566
2502,Bee,TX,25135,7.0,2.784961209468868
2503,Bell,TX,191088,24.0,1.2559658377292138
2504,Bexar,TX,1185394,191.0,1.6112786128493988
2505,Blanco,TX,5972,2.0,3.3489618218352315
2506,Borden,TX,799,0.0,0.0
2507,Bosque,TX,15125,8.0,5.289256198347108
2508,Bowie,TX,81665,16.0,1.959223657625666
2509,Brazoria,TX,191707,23.0,1.1997475313890467
2510,Brazos,TX,121862,15.0,1.2309005268254254
2511,Brewster,TX,8681,2.0,2.3038820412394885
2512,Briscoe,TX,1971,0.0,0.0
2513,Brooks,TX,8204,2.0,2.4378352023403216
2514,Brown,TX,34371,11.0,3.200372406970993
2515,Burleson,TX,13625,4.0,2.9357798165137616
2516,Burnet,TX,22677,7.0,3.086828063676853
2517,Caldwell,TX,26392,9.0,3.410124280084874
2518,Calhoun,TX,19053,4.0,2.0994069175457932
2519,Callahan,TX,11859,5.0,4.216207100092756
2520,Cameron,TX,260120,33.0,1.2686452406581579
2521,Camp,TX,9904,0.0,0.0
2522,Carson,TX,6576,0.0,0.0
2523,Cass,TX,29982,9.0,3.0018010806483892
2524,Castro,TX,9070,0.0,0.0
2525,Chambers,TX,20088,4.0,1.9912385503783354
2526,Cherokee,TX,41049,10.0,2.4361129381958144
2527,Childress,TX,5953,2.0,3.359650596337981
2528,Clay,TX,10024,2.0,1.9952114924181965
2529,Cochran,TX,4377,1.0,2.284669865204478
2530,Coke,TX,3424,2.0,5.841121495327103
2531,Coleman,TX,9710,3.0,3.089598352214212
2532,Collin,TX,264036,29.0,1.0983350755200048
2533,Collingsworth,TX,3573,2.0,5.5975370836831795
2534,Colorado,TX,18383,5.0,2.71990425937007
2535,Comal,TX,51832,13.0,2.508103102330607
2536,Comanche,TX,13381,6.0,4.483969807936627
2537,Concho,TX,3044,0.0,0.0
2538,Cooke,TX,30777,6.0,1.9495077492933033
2539,Coryell,TX,64213,3.0,0.46719511625371807
2540,Cottle,TX,2247,2.0,8.900756564307967
2541,Crane,TX,4652,0.0,0.0
2542,Crockett,TX,4078,1.0,2.452182442373713
2543,Crosby,TX,7304,2.0,2.738225629791895
2544,Culberson,TX,3407,0.0,0.0
2545,Dallam,TX,5461,0.0,0.0
2546,Dallas,TX,1852810,267.0,1.4410543984542399
2547,Dawson,TX,14349,6.0,4.18147606104955
2548,Deaf smith,TX,19153,0.0,0.0
2549,Delta,TX,4857,1.0,2.0588840848260244
2550,Denton,TX,273525,30.0,1.0967918837400603
2551,Dewitt,TX,18840,0.0,0.0
2552,Dickens,TX,2571,2.0,7.779074290159472
2553,Dimmit,TX,10433,0.0,0.0
2554,Donley,TX,3696,0.0,0.0
2555,Duval,TX,12918,1.0,0.7741136398823347
2556,Eastland,TX,18488,3.0,1.6226741670272609
2557,Ector,TX,118934,30.0,2.522407385608825
2558,Edwards,TX,2266,0.0,0.0
2559,El paso,TX,591610,0.0,0.0
2560,Ellis,TX,85167,8.0,0.9393309615226555
2561,Erath,TX,27991,5.0,1.7862884498588831
2562,Falls,TX,17712,6.0,3.3875338753387534
2563,Fannin,TX,24804,4.0,1.6126431220770843
2564,Fayette,TX,20095,7.0,3.483453595421747
2565,Fisher,TX,4842,1.0,2.0652622883106155
2566,Floyd,TX,8497,2.0,2.3537719195010007
2567,Foard,TX,1794,1.0,5.574136008918618
2568,Fort bend,TX,225421,0.0,0.0
2569,Franklin,TX,7802,1.0,1.2817226352217381
2570,Freestone,TX,15818,2.0,1.2643823492224049
2571,Frio,TX,13472,1.0,0.7422802850356295
2572,Gaines,TX,14123,0.0,0.0
2573,Galveston,TX,217399,36.0,1.6559413796751596
2574,Garza,TX,5143,2.0,3.8887808671981334
2575,Gillespie,TX,17204,5.0,2.9063008602650546
2576,Glasscock,TX,1447,0.0,0.0
2577,Goliad,TX,5980,2.0,3.3444816053511706
2578,Gonzales,TX,17205,13.0,7.555943039814007
2579,Gray,TX,23967,1.0,0.417240372178412
2580,Grayson,TX,95021,18.0,1.8943180981046297
2581,Gregg,TX,104948,18.0,1.7151351145329115
2582,Grimes,TX,18828,6.0,3.1867431485022304
2583,Guadalupe,TX,64873,13.0,2.0039153422841554
2584,Hale,TX,34671,11.0,3.1726803380346693
2585,Hall,TX,3905,1.0,2.5608194622279132
2586,Hamilton,TX,7733,4.0,5.17263675158412
2587,Hansford,TX,5848,3.0,5.1299589603283176
2588,Hardeman,TX,5283,3.0,5.6785917092561045
2589,Hardin,TX,41320,13.0,3.146176185866409
2590,Harris,TX,2818199,321.0,1.139025313684378
2591,Harrison,TX,57483,10.0,1.7396447645390811
2592,Hartley,TX,3634,1.0,2.75178866263071
2593,Haskell,TX,6820,4.0,5.865102639296188
2594,Hays,TX,65614,5.0,0.7620324930655042
2595,Hemphill,TX,3720,0.0,0.0
2596,Henderson,TX,58543,13.0,2.220589993679859
2597,Hidalgo,TX,383545,34.0,0.886467037766103
2598,Hill,TX,27146,9.0,3.3154055846165185
2599,Hockley,TX,24199,2.0,0.826480433075747
2600,Hood,TX,28981,3.0,1.035160967530451
2601,Hopkins,TX,28833,9.0,3.1214233690562896
2602,Houston,TX,21375,6.0,2.807017543859649
2603,Howard,TX,32343,6.0,1.8551154809386883
2604,Hudspeth,TX,2915,0.0,0.0
2605,Hunt,TX,64343,7.0,1.0879194317952223
2606,Hutchinson,TX,25689,10.0,3.8927167270037764
2607,Irion,TX,1629,0.0,0.0
2608,Jack,TX,6981,0.0,0.0
2609,Jackson,TX,13039,5.0,3.8346498964644526
2610,Jasper,TX,31102,8.0,2.5721818532570255
2611,Jeff davis,TX,1946,0.0,0.0
2612,Jefferson,TX,239397,57.0,2.380982217822279
2613,Jim hogg,TX,5109,0.0,0.0
2614,Jim wells,TX,37679,0.0,0.0
2615,Johnson,TX,97165,15.0,1.5437657592754594
2616,Jones,TX,16490,6.0,3.6385688295936927
2617,Karnes,TX,12455,2.0,1.6057808109193097
2618,Kaufman,TX,52220,5.0,0.9574875526618154
2619,Kendall,TX,14589,1.0,0.6854479402289396
2620,Kenedy,TX,460,0.0,0.0
2621,Kent,TX,1010,1.0,9.900990099009901
2622,Kerr,TX,36304,11.0,3.0299691494050243
2623,Kimble,TX,4122,2.0,4.852013585638041
2624,King,TX,354,0.0,0.0
2625,Kinney,TX,3119,0.0,0.0
2626,Kleberg,TX,30274,6.0,1.9818986589152408
2627,Knox,TX,4837,3.0,6.202191440975811
2628,La salle,TX,5254,0.0,0.0
2629,Lamar,TX,43949,14.0,3.185510478054108
2630,Lamb,TX,15072,3.0,1.9904458598726114
2631,Lampasas,TX,13521,4.0,2.9583610679683456
2632,Lavaca,TX,18690,8.0,4.280363830925629
2633,Lee,TX,12854,4.0,3.111871790882216
2634,Leon,TX,12665,4.0,3.158310303987367
2635,Liberty,TX,52726,14.0,2.6552365057087584
2636,Limestone,TX,20946,5.0,2.387090613959706
2637,Lipscomb,TX,3143,1.0,3.1816735602927144
2638,Live oak,TX,9556,0.0,0.0
2639,Llano,TX,11631,7.0,6.0183991058378465
2640,Loving,TX,107,0.0,0.0
2641,Lubbock,TX,222636,36.0,1.6169891661725866
2642,Lynn,TX,6758,1.0,1.4797277300976621
2643,Madison,TX,10931,2.0,1.8296587686396488
2644,Marion,TX,9984,3.0,3.004807692307692
2645,Martin,TX,4956,0.0,0.0
2646,Mason,TX,3423,3.0,8.76424189307625
2647,Matagorda,TX,36928,10.0,2.7079722703639515
2648,Maverick,TX,36378,3.0,0.8246742536698004
2649,Mcculloch,TX,8778,0.0,0.0
2650,Mclennan,TX,189123,0.0,0.0
2651,Mcmullen,TX,817,0.0,0.0
2652,Medina,TX,27312,4.0,1.4645577035735209
2653,Menard,TX,2252,0.0,0.0
2654,Midland,TX,106611,16.0,1.5007832212435865
2655,Milam,TX,22946,10.0,4.358058049333217
2656,Mills,TX,4531,4.0,8.828073273008167
2657,Mitchell,TX,8016,4.0,4.990019960079841
2658,Montague,TX,17274,4.0,2.315618849137432
2659,Montgomery,TX,182201,15.0,0.8232666121481221
2660,Moore,TX,17865,3.0,1.6792611251049536
2661,Morris,TX,13200,1.0,0.7575757575757577
2662,Motley,TX,1532,1.0,6.527415143603133
2663,Nacogdoches,TX,54753,11.0,2.009022336675616
2664,Navarro,TX,39926,12.0,3.0055602865300806
2665,Newton,TX,13569,3.0,2.2109219544550074
2666,Nolan,TX,16594,8.0,4.821019645655056
2667,Nueces,TX,291145,51.0,1.7517044771505608
2668,Ochiltree,TX,9128,0.0,0.0
2669,Oldham,TX,2278,0.0,0.0
2670,Orange,TX,80509,8.0,0.9936777254716864
2671,Palo pinto,TX,25055,0.0,0.0
2672,Panola,TX,22035,5.0,2.269117313365101
2673,Parker,TX,64785,7.0,1.0804970286331712
2674,Parmer,TX,9863,0.0,0.0
2675,Pecos,TX,14675,0.0,0.0
2676,Polk,TX,30687,9.0,2.9328380095806046
2677,Potter,TX,97874,22.0,2.247787972290905
2678,Presidio,TX,6637,0.0,0.0
2679,Rains,TX,6715,2.0,2.9784065524944157
2680,Randall,TX,89673,20.0,2.2303257390741917
2681,Reagan,TX,4514,0.0,0.0
2682,Real,TX,2412,1.0,4.1459369817578775
2683,Red river,TX,14317,0.0,0.0
2684,Reeves,TX,15852,3.0,1.8925056775170326
2685,Refugio,TX,7976,1.0,1.2537612838515548
2686,Roberts,TX,1025,0.0,0.0
2687,Robertson,TX,15511,5.0,3.223518793114564
2688,Rockwall,TX,25604,1.0,0.3905639743790033
2689,Runnels,TX,11294,5.0,4.427129449265096
2690,Rusk,TX,43735,9.0,2.057848405167486
2691,Sabine,TX,9586,1.0,1.0431879824744419
2692,San augustine,TX,7999,0.0,0.0
2693,San jacinto,TX,16372,0.0,0.0
2694,San patricio,TX,58749,0.0,0.0
2695,San saba,TX,5401,0.0,0.0
2696,Schleicher,TX,2990,1.0,3.3444816053511706
2697,Scurry,TX,18634,9.0,4.829880862938714
2698,Shackelford,TX,3316,3.0,9.04704463208685
2699,Shelby,TX,22034,5.0,2.2692202959063263
2700,Sherman,TX,2858,0.0,0.0
2701,Smith,TX,151309,16.0,1.0574387511648349
2702,Somervell,TX,5360,1.0,1.8656716417910448
2703,Starr,TX,40518,4.0,0.9872155585172022
2704,Stephens,TX,9010,2.0,2.2197558268590454
2705,Sterling,TX,1438,0.0,0.0
2706,Stonewall,TX,2013,0.0,0.0
2707,Sutton,TX,4135,0.0,0.0
2708,Swisher,TX,8133,1.0,1.2295585884667406
2709,Tarrant,TX,1170103,203.0,1.7348900054097802
2710,Taylor,TX,119655,26.0,2.1729137938239105
2711,Terrell,TX,1410,0.0,0.0
2712,Terry,TX,13218,1.0,0.7565441065214102
2713,Throckmorton,TX,1880,0.0,0.0
2714,Titus,TX,24009,6.0,2.4990628514307134
2715,Tom green,TX,98458,0.0,0.0
2716,Travis,TX,576407,74.0,1.2838150820513976
2717,Trinity,TX,11445,2.0,1.7474879860200963
2718,Tyler,TX,16646,4.0,2.402979694821579
2719,Upshur,TX,31370,7.0,2.231431303793433
2720,Upton,TX,4447,1.0,2.24870699347875
2721,Uvalde,TX,23340,2.0,0.856898029134533
2722,Val verde,TX,38721,0.0,0.0
2723,Van zandt,TX,37944,0.0,0.0
2724,Victoria,TX,74361,17.0,2.2861446188190047
2725,Walker,TX,50917,3.0,0.5891941787615138
2726,Waller,TX,23390,2.0,0.8550662676357418
2727,Ward,TX,13115,2.0,1.5249714067861229
2728,Washington,TX,26154,12.0,4.588208304657031
2729,Webb,TX,133239,17.0,1.2759027011610715
2730,Wharton,TX,39955,8.0,2.0022525341008635
2731,Wheeler,TX,5879,4.0,6.803878210580031
2732,Wichita,TX,122378,26.0,2.12456487277125
2733,Wilbarger,TX,15121,8.0,5.290655379935189
2734,Willacy,TX,17705,0.0,0.0
2735,Williamson,TX,139551,17.0,1.2181926320843275
2736,Wilson,TX,22650,1.0,0.4415011037527594
2737,Winkler,TX,8626,3.0,3.4778576396939487
2738,Wise,TX,34679,7.0,2.0185126445399235
2739,Wood,TX,29380,13.0,4.424778761061947
2740,Yoakum,TX,8786,0.0,0.0
2741,Young,TX,18126,7.0,3.861855897605649
2742,Zapata,TX,9279,2.0,2.15540467722815
2743,Zavala,TX,12162,3.0,2.46669955599408
2744,Beaver,UT,4765,2.0,4.197271773347325
2745,Box elder,UT,36485,0.0,0.0
2746,Cache,UT,70183,2.0,0.28496929455851133
2747,Carbon,UT,20228,5.0,2.471821237888076
2748,Daggett,UT,690,0.0,0.0
2749,Davis,UT,187941,17.0,0.9045391904906326
2750,Duchesne,UT,12645,0.0,0.0
2751,Emery,UT,10332,1.0,0.9678668215253581
2752,Garfield,UT,3980,1.0,2.512562814070352
2753,Grand,UT,6620,2.0,3.0211480362537766
2754,Iron,UT,20789,4.0,1.9240944730386262
2755,Juab,UT,5817,0.0,0.0
2756,Kane,UT,5169,0.0,0.0
2757,Millard,UT,11333,5.0,4.411894467484338
2758,Morgan,UT,5528,1.0,1.808972503617945
2759,Piute,UT,1277,0.0,0.0
2760,Rich,UT,1725,0.0,0.0
2761,Salt lake,UT,725956,0.0,0.0
2762,San juan,UT,12621,0.0,0.0
2763,Sanpete,UT,16259,6.0,3.690263853865551
2764,Sevier,UT,15431,1.0,0.648046140885231
2765,Summit,UT,15518,1.0,0.6444129398118315
2766,Tooele,UT,26601,6.0,2.255554302469832
2767,Uintah,UT,22211,6.0,2.7013641889154023
2768,Utah,UT,263590,20.0,0.7587541257255586
2769,Wasatch,UT,10089,1.0,0.9911785112498762
2770,Washington,UT,48560,9.0,1.8533772652388796
2771,Wayne,UT,2177,1.0,4.593477262287552
2772,Weber,UT,158330,31.0,1.9579359565464538
2773,Addison,VT,32953,9.0,2.731162564865111
2774,Bennington,VT,35845,10.0,2.789789370902497
2775,Caledonia,VT,27846,4.0,1.436472024707319
2776,Chittenden,VT,131761,23.0,1.7455848088584636
2777,Essex,VT,6405,3.0,4.68384074941452
2778,Franklin,VT,39980,6.0,1.5007503751875937
2779,Grand isle,VT,5318,0.0,0.0
2780,Lamoille,VT,19735,5.0,2.5335697998479856
2781,Orange,VT,26149,9.0,3.4418142185169605
2782,Orleans,VT,24053,5.0,2.078742776368852
2783,Rutland,VT,62142,18.0,2.896591677126581
2784,Washington,VT,54928,21.0,3.823186717157006
2785,Windham,VT,41588,10.0,2.404539771087814
2786,Windsor,VT,54055,10.0,1.8499676255665527
2787,Accomack,VA,31703,10.0,3.1542756206037286
2788,Albemarle,VA,68040,6.0,0.8818342151675485
2789,Alleghany,VA,13176,2.0,1.5179113539769278
2790,Amelia,VA,8787,0.0,0.0
2791,Amherst,VA,28578,7.0,2.4494366295751977
2792,Appomattox,VA,12298,3.0,2.439421044072207
2793,Arlington,VA,170936,24.0,1.4040342584359058
2794,Augusta,VA,54677,6.0,1.0973535490242696
2795,Bath,VA,4799,1.0,2.083767451552407
2796,Bedford,VA,45656,6.0,1.3141755738566672
2797,Bland,VA,6514,3.0,4.60546515198035
2798,Botetourt,VA,24992,4.0,1.6005121638924458
2799,Brunswick,VA,15987,6.0,3.7530493525989868
2800,Buchanan,VA,31333,12.0,3.8298279768933714
2801,Buckingham,VA,12873,3.0,2.3304591004427873
